location,level,Cluster,Code,Concate,min,mid,max
Munich,L1,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL1,37200,42800,48400
Munich,L2,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL2,52800,60700,68600
Munich,L3,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL3,66800,76900,86900
Munich,L4,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL4,89200,102600,116000
Munich,L5,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL5,121500,139800,158000
Munich,L6,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL6,154700,177900,201100
Munich,L7,Machine-Learning-Engineer,MLE-000,MunichMachine-Learning-EngineerL7,171000,196700,222300
Frankfurt,L1,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL1,35100,40400,45700
Frankfurt,L2,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL2,59200,68000,76900
Frankfurt,L3,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL3,74600,85800,97000
Frankfurt,L4,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL4,86000,98900,111800
Frankfurt,L5,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL5,118300,136000,153800
Frankfurt,L6,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL6,162800,187200,211700
Frankfurt,L7,Machine-Learning-Engineer,MLE-000,FrankfurtMachine-Learning-EngineerL7,192200,221000,249900
Stuttgart,L1,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL1,40400,46500,52500
Stuttgart,L2,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL2,59400,68300,77200
Stuttgart,L3,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL3,70200,80800,91300
Stuttgart,L4,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL4,85000,97700,110500
Stuttgart,L5,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL5,126900,145900,165000
Stuttgart,L6,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL6,151900,174700,197500
Stuttgart,L7,Machine-Learning-Engineer,MLE-000,StuttgartMachine-Learning-EngineerL7,195300,224600,253900
Nuremberg,L1,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL1,35700,41100,46400
Nuremberg,L2,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL2,55500,63900,72200
Nuremberg,L3,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL3,74100,85200,96400
Nuremberg,L4,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL4,85200,98000,110800
Nuremberg,L5,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL5,112900,129800,146700
Nuremberg,L6,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL6,151900,174700,197500
Nuremberg,L7,Machine-Learning-Engineer,MLE-000,NurembergMachine-Learning-EngineerL7,179000,205900,232800
Madrid,L1,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL1,43400,49900,56400
Madrid,L2,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL2,53500,61600,69600
Madrid,L3,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL3,71000,81700,92300
Madrid,L4,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL4,80200,92300,104300
Madrid,L5,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL5,111200,127900,144600
Madrid,L6,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL6,153100,176100,199000
Madrid,L7,Machine-Learning-Engineer,MLE-000,MadridMachine-Learning-EngineerL7,192600,221400,250300
Milan,L1,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL1,44600,51300,58000
Milan,L2,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL2,52200,60000,67900
Milan,L3,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL3,73300,84300,95300
Milan,L4,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL4,85600,98400,111200
Milan,L5,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL5,114300,131400,148600
Milan,L6,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL6,167000,192000,217000
Milan,L7,Machine-Learning-Engineer,MLE-000,MilanMachine-Learning-EngineerL7,194600,223700,252900
Paris,L1,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL1,40300,46300,52300
Paris,L2,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL2,59100,68000,76900
Paris,L3,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL3,74000,85100,96200
Paris,L4,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL4,86400,99300,112300
Paris,L5,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL5,119500,137400,155400
Paris,L6,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL6,168500,193700,219000
Paris,L7,Machine-Learning-Engineer,MLE-000,ParisMachine-Learning-EngineerL7,191400,220100,248800
Amstandarm,L1,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL1,39200,45100,51000
Amstandarm,L2,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL2,53100,61100,69000
Amstandarm,L3,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL3,68600,78900,89200
Amstandarm,L4,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL4,88300,101500,114700
Amstandarm,L5,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL5,120900,139000,157200
Amstandarm,L6,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL6,166900,191900,216900
Amstandarm,L7,Machine-Learning-Engineer,MLE-000,AmstandarmMachine-Learning-EngineerL7,178300,205000,231800
Barcelona,L1,Data-Engineering,DAE-000,BarcelonaData-EngineeringL1,40500,46500,52600
Barcelona,L2,Data-Engineering,DAE-000,BarcelonaData-EngineeringL2,58700,67600,76400
Barcelona,L3,Data-Engineering,DAE-000,BarcelonaData-EngineeringL3,70400,80900,91500
Barcelona,L4,Data-Engineering,DAE-000,BarcelonaData-EngineeringL4,85800,98700,111600
Barcelona,L5,Data-Engineering,DAE-000,BarcelonaData-EngineeringL5,117100,134700,152200
Barcelona,L6,Data-Engineering,DAE-000,BarcelonaData-EngineeringL6,159100,183000,206900
Barcelona,L7,Data-Engineering,DAE-000,BarcelonaData-EngineeringL7,176000,202400,228800
Warsaw,L1,Data-Engineering,DAE-000,WarsawData-EngineeringL1,37300,42900,48500
Warsaw,L2,Data-Engineering,DAE-000,WarsawData-EngineeringL2,52000,59800,67600
Warsaw,L3,Data-Engineering,DAE-000,WarsawData-EngineeringL3,68300,78500,88700
Warsaw,L4,Data-Engineering,DAE-000,WarsawData-EngineeringL4,83000,95500,107900
Warsaw,L5,Data-Engineering,DAE-000,WarsawData-EngineeringL5,125600,144500,163300
Warsaw,L6,Data-Engineering,DAE-000,WarsawData-EngineeringL6,161700,186000,210200
Warsaw,L7,Data-Engineering,DAE-000,WarsawData-EngineeringL7,178200,204900,231600
Berlin,L1,Data-Engineering,DAE-000,BerlinData-EngineeringL1,43400,49900,56400
Berlin,L2,Data-Engineering,DAE-000,BerlinData-EngineeringL2,53300,61300,69300
Berlin,L3,Data-Engineering,DAE-000,BerlinData-EngineeringL3,70800,81400,92000
Berlin,L4,Data-Engineering,DAE-000,BerlinData-EngineeringL4,84900,97600,110300
Berlin,L5,Data-Engineering,DAE-000,BerlinData-EngineeringL5,115100,132400,149600
Berlin,L6,Data-Engineering,DAE-000,BerlinData-EngineeringL6,161500,185700,209900
Berlin,L7,Data-Engineering,DAE-000,BerlinData-EngineeringL7,176400,202800,229300
Vienna,L1,Data-Engineering,DAE-000,ViennaData-EngineeringL1,37800,43400,49100
Vienna,L2,Data-Engineering,DAE-000,ViennaData-EngineeringL2,59600,68500,77400
Vienna,L3,Data-Engineering,DAE-000,ViennaData-EngineeringL3,66100,76000,85900
Vienna,L4,Data-Engineering,DAE-000,ViennaData-EngineeringL4,85000,97700,110500
Vienna,L5,Data-Engineering,DAE-000,ViennaData-EngineeringL5,124800,143500,162200
Vienna,L6,Data-Engineering,DAE-000,ViennaData-EngineeringL6,165600,190500,215300
Vienna,L7,Data-Engineering,DAE-000,ViennaData-EngineeringL7,172900,198900,224800
Hamburg,L1,Data-Engineering,DAE-000,HamburgData-EngineeringL1,38800,44600,50400
Hamburg,L2,Data-Engineering,DAE-000,HamburgData-EngineeringL2,50100,57600,65100
Hamburg,L3,Data-Engineering,DAE-000,HamburgData-EngineeringL3,67300,77400,87500
Hamburg,L4,Data-Engineering,DAE-000,HamburgData-EngineeringL4,85900,98700,111600
Hamburg,L5,Data-Engineering,DAE-000,HamburgData-EngineeringL5,123700,142200,160800
Hamburg,L6,Data-Engineering,DAE-000,HamburgData-EngineeringL6,166000,190900,215800
Hamburg,L7,Data-Engineering,DAE-000,HamburgData-EngineeringL7,181100,208300,235400
Munich,L1,Data-Engineering,DAE-000,MunichData-EngineeringL1,44500,51200,57800
Munich,L2,Data-Engineering,DAE-000,MunichData-EngineeringL2,56500,65000,73400
Munich,L3,Data-Engineering,DAE-000,MunichData-EngineeringL3,72400,83300,94100
Munich,L4,Data-Engineering,DAE-000,MunichData-EngineeringL4,85900,98800,111700
Munich,L5,Data-Engineering,DAE-000,MunichData-EngineeringL5,117800,135400,153100
Munich,L6,Data-Engineering,DAE-000,MunichData-EngineeringL6,162900,187300,211700
Munich,L7,Data-Engineering,DAE-000,MunichData-EngineeringL7,197300,226900,256500
Frankfurt,L1,Data-Engineering,DAE-000,FrankfurtData-EngineeringL1,38000,43800,49500
Frankfurt,L2,Data-Engineering,DAE-000,FrankfurtData-EngineeringL2,51400,59100,66800
Frankfurt,L3,Data-Engineering,DAE-000,FrankfurtData-EngineeringL3,68600,78900,89200
Frankfurt,L4,Data-Engineering,DAE-000,FrankfurtData-EngineeringL4,89000,102400,115700
Frankfurt,L5,Data-Engineering,DAE-000,FrankfurtData-EngineeringL5,129300,148700,168100
Frankfurt,L6,Data-Engineering,DAE-000,FrankfurtData-EngineeringL6,160100,184100,208100
Frankfurt,L7,Data-Engineering,DAE-000,FrankfurtData-EngineeringL7,195400,224700,254000
Stuttgart,L1,Data-Engineering,DAE-000,StuttgartData-EngineeringL1,44400,51000,57700
Stuttgart,L2,Data-Engineering,DAE-000,StuttgartData-EngineeringL2,53600,61700,69700
Stuttgart,L3,Data-Engineering,DAE-000,StuttgartData-EngineeringL3,72400,83300,94100
Stuttgart,L4,Data-Engineering,DAE-000,StuttgartData-EngineeringL4,81200,93400,105600
Stuttgart,L5,Data-Engineering,DAE-000,StuttgartData-EngineeringL5,120100,138100,156100
Stuttgart,L6,Data-Engineering,DAE-000,StuttgartData-EngineeringL6,157800,181500,205200
Stuttgart,L7,Data-Engineering,DAE-000,StuttgartData-EngineeringL7,177500,204100,230800
Nuremberg,L1,Data-Engineering,DAE-000,NurembergData-EngineeringL1,44100,50700,57300
Nuremberg,L2,Data-Engineering,DAE-000,NurembergData-EngineeringL2,51200,58800,66500
Nuremberg,L3,Data-Engineering,DAE-000,NurembergData-EngineeringL3,70600,81200,91800
Nuremberg,L4,Data-Engineering,DAE-000,NurembergData-EngineeringL4,88500,101800,115100
Nuremberg,L5,Data-Engineering,DAE-000,NurembergData-EngineeringL5,119400,137400,155300
Nuremberg,L6,Data-Engineering,DAE-000,NurembergData-EngineeringL6,159100,183000,206800
Nuremberg,L7,Data-Engineering,DAE-000,NurembergData-EngineeringL7,173900,200000,226100
Madrid,L1,Data-Engineering,DAE-000,MadridData-EngineeringL1,36000,41400,46800
Madrid,L2,Data-Engineering,DAE-000,MadridData-EngineeringL2,59900,68900,77900
Madrid,L3,Data-Engineering,DAE-000,MadridData-EngineeringL3,70100,80600,91100
Madrid,L4,Data-Engineering,DAE-000,MadridData-EngineeringL4,82400,94800,107100
Madrid,L5,Data-Engineering,DAE-000,MadridData-EngineeringL5,115500,132800,150100
Madrid,L6,Data-Engineering,DAE-000,MadridData-EngineeringL6,148400,170700,192900
Madrid,L7,Data-Engineering,DAE-000,MadridData-EngineeringL7,172300,198200,224000
Milan,L1,Data-Engineering,DAE-000,MilanData-EngineeringL1,39700,45700,51600
Milan,L2,Data-Engineering,DAE-000,MilanData-EngineeringL2,58400,67200,76000
Milan,L3,Data-Engineering,DAE-000,MilanData-EngineeringL3,69900,80400,90900
Milan,L4,Data-Engineering,DAE-000,MilanData-EngineeringL4,86400,99400,112400
Milan,L5,Data-Engineering,DAE-000,MilanData-EngineeringL5,122000,140300,158600
Milan,L6,Data-Engineering,DAE-000,MilanData-EngineeringL6,152200,175100,197900
Milan,L7,Data-Engineering,DAE-000,MilanData-EngineeringL7,178000,204800,231500
Paris,L1,Data-Engineering,DAE-000,ParisData-EngineeringL1,36500,42000,47400
Paris,L2,Data-Engineering,DAE-000,ParisData-EngineeringL2,51900,59700,67500
Paris,L3,Data-Engineering,DAE-000,ParisData-EngineeringL3,68500,78700,89000
Paris,L4,Data-Engineering,DAE-000,ParisData-EngineeringL4,83100,95600,108000
Paris,L5,Data-Engineering,DAE-000,ParisData-EngineeringL5,121400,139600,157800
Paris,L6,Data-Engineering,DAE-000,ParisData-EngineeringL6,159500,183500,207400
Paris,L7,Data-Engineering,DAE-000,ParisData-EngineeringL7,176300,202700,229200
Amstandarm,L1,Data-Engineering,DAE-000,AmstandarmData-EngineeringL1,40000,46000,51900
Amstandarm,L2,Data-Engineering,DAE-000,AmstandarmData-EngineeringL2,55300,63600,71900
Amstandarm,L3,Data-Engineering,DAE-000,AmstandarmData-EngineeringL3,69800,80300,90700
Amstandarm,L4,Data-Engineering,DAE-000,AmstandarmData-EngineeringL4,85900,98700,111600
Amstandarm,L5,Data-Engineering,DAE-000,AmstandarmData-EngineeringL5,121300,139500,157700
Amstandarm,L6,Data-Engineering,DAE-000,AmstandarmData-EngineeringL6,152300,175100,197900
Amstandarm,L7,Data-Engineering,DAE-000,AmstandarmData-EngineeringL7,196300,225700,255200
Barcelona,L1,Programming,PRO-000,BarcelonaProgrammingL1,41400,47600,53800
Barcelona,L2,Programming,PRO-000,BarcelonaProgrammingL2,56000,64400,72800
Barcelona,L3,Programming,PRO-000,BarcelonaProgrammingL3,73500,84500,95600
Barcelona,L4,Programming,PRO-000,BarcelonaProgrammingL4,82400,94700,107100
Barcelona,L5,Programming,PRO-000,BarcelonaProgrammingL5,112200,129100,145900
Barcelona,L6,Programming,PRO-000,BarcelonaProgrammingL6,147500,169700,191800
Barcelona,L7,Programming,PRO-000,BarcelonaProgrammingL7,195900,225300,254700
Warsaw,L1,Programming,PRO-000,WarsawProgrammingL1,39500,45400,51300
Warsaw,L2,Programming,PRO-000,WarsawProgrammingL2,51400,59100,66800
Warsaw,L3,Programming,PRO-000,WarsawProgrammingL3,65100,74800,84600
Warsaw,L4,Programming,PRO-000,WarsawProgrammingL4,85400,98200,111000
Warsaw,L5,Programming,PRO-000,WarsawProgrammingL5,128300,147600,166800
Warsaw,L6,Programming,PRO-000,WarsawProgrammingL6,166600,191600,216600
Warsaw,L7,Programming,PRO-000,WarsawProgrammingL7,192900,221900,250800
Berlin,L1,Programming,PRO-000,BerlinProgrammingL1,35200,40500,45800
Berlin,L2,Programming,PRO-000,BerlinProgrammingL2,54300,62400,70600
Berlin,L3,Programming,PRO-000,BerlinProgrammingL3,74400,85600,96700
Berlin,L4,Programming,PRO-000,BerlinProgrammingL4,89800,103300,116700
Berlin,L5,Programming,PRO-000,BerlinProgrammingL5,120600,138700,156800
Berlin,L6,Programming,PRO-000,BerlinProgrammingL6,163700,188200,212800
Berlin,L7,Programming,PRO-000,BerlinProgrammingL7,188700,217000,245300
Vienna,L1,Programming,PRO-000,ViennaProgrammingL1,39100,45000,50900
Vienna,L2,Programming,PRO-000,ViennaProgrammingL2,54300,62400,70600
Vienna,L3,Programming,PRO-000,ViennaProgrammingL3,65700,75500,85400
Vienna,L4,Programming,PRO-000,ViennaProgrammingL4,89300,102700,116100
Vienna,L5,Programming,PRO-000,ViennaProgrammingL5,117600,135200,152900
Vienna,L6,Programming,PRO-000,ViennaProgrammingL6,168400,193700,218900
Vienna,L7,Programming,PRO-000,ViennaProgrammingL7,188900,217200,245600
Hamburg,L1,Programming,PRO-000,HamburgProgrammingL1,42400,48800,55200
Hamburg,L2,Programming,PRO-000,HamburgProgrammingL2,58000,66700,75400
Hamburg,L3,Programming,PRO-000,HamburgProgrammingL3,73200,84200,95200
Hamburg,L4,Programming,PRO-000,HamburgProgrammingL4,84800,97500,110300
Hamburg,L5,Programming,PRO-000,HamburgProgrammingL5,115100,132300,149600
Hamburg,L6,Programming,PRO-000,HamburgProgrammingL6,165500,190300,215200
Hamburg,L7,Programming,PRO-000,HamburgProgrammingL7,194500,223600,252800
Munich,L1,Programming,PRO-000,MunichProgrammingL1,35700,41000,46400
Munich,L2,Programming,PRO-000,MunichProgrammingL2,56100,64600,73000
Munich,L3,Programming,PRO-000,MunichProgrammingL3,70200,80700,91200
Munich,L4,Programming,PRO-000,MunichProgrammingL4,88600,101800,115100
Munich,L5,Programming,PRO-000,MunichProgrammingL5,110700,127300,143900
Munich,L6,Programming,PRO-000,MunichProgrammingL6,166500,191400,216400
Munich,L7,Programming,PRO-000,MunichProgrammingL7,188000,216200,244400
Frankfurt,L1,Programming,PRO-000,FrankfurtProgrammingL1,35900,41300,46600
Frankfurt,L2,Programming,PRO-000,FrankfurtProgrammingL2,57200,65800,74300
Frankfurt,L3,Programming,PRO-000,FrankfurtProgrammingL3,71300,82000,92700
Frankfurt,L4,Programming,PRO-000,FrankfurtProgrammingL4,89000,102300,115600
Frankfurt,L5,Programming,PRO-000,FrankfurtProgrammingL5,112300,129200,146000
Frankfurt,L6,Programming,PRO-000,FrankfurtProgrammingL6,144000,165600,187200
Frankfurt,L7,Programming,PRO-000,FrankfurtProgrammingL7,182900,210400,237800
Stuttgart,L1,Programming,PRO-000,StuttgartProgrammingL1,37200,42800,48400
Stuttgart,L2,Programming,PRO-000,StuttgartProgrammingL2,56400,64900,73400
Stuttgart,L3,Programming,PRO-000,StuttgartProgrammingL3,70300,80900,91400
Stuttgart,L4,Programming,PRO-000,StuttgartProgrammingL4,85400,98200,111000
Stuttgart,L5,Programming,PRO-000,StuttgartProgrammingL5,129300,148600,168000
Stuttgart,L6,Programming,PRO-000,StuttgartProgrammingL6,158500,182200,206000
Stuttgart,L7,Programming,PRO-000,StuttgartProgrammingL7,172400,198200,224100
Nuremberg,L1,Programming,PRO-000,NurembergProgrammingL1,43800,50400,56900
Nuremberg,L2,Programming,PRO-000,NurembergProgrammingL2,57500,66200,74800
Nuremberg,L3,Programming,PRO-000,NurembergProgrammingL3,73500,84500,95500
Nuremberg,L4,Programming,PRO-000,NurembergProgrammingL4,81900,94200,106500
Nuremberg,L5,Programming,PRO-000,NurembergProgrammingL5,122800,141200,159700
Nuremberg,L6,Programming,PRO-000,NurembergProgrammingL6,164300,188900,213600
Nuremberg,L7,Programming,PRO-000,NurembergProgrammingL7,181800,209100,236300
Madrid,L1,Programming,PRO-000,MadridProgrammingL1,36600,42100,47600
Madrid,L2,Programming,PRO-000,MadridProgrammingL2,54800,63100,71300
Madrid,L3,Programming,PRO-000,MadridProgrammingL3,72200,83100,93900
Madrid,L4,Programming,PRO-000,MadridProgrammingL4,86600,99600,112500
Madrid,L5,Programming,PRO-000,MadridProgrammingL5,115500,132800,150100
Madrid,L6,Programming,PRO-000,MadridProgrammingL6,145200,167000,188800
Madrid,L7,Programming,PRO-000,MadridProgrammingL7,190500,219100,247700
Milan,L1,Programming,PRO-000,MilanProgrammingL1,43300,49800,56300
Milan,L2,Programming,PRO-000,MilanProgrammingL2,55600,64000,72300
Milan,L3,Programming,PRO-000,MilanProgrammingL3,69900,80300,90800
Milan,L4,Programming,PRO-000,MilanProgrammingL4,82800,95200,107600
Milan,L5,Programming,PRO-000,MilanProgrammingL5,128600,147900,167200
Milan,L6,Programming,PRO-000,MilanProgrammingL6,141900,163200,184500
Milan,L7,Programming,PRO-000,MilanProgrammingL7,191000,219700,248400
Paris,L1,Programming,PRO-000,ParisProgrammingL1,40600,46700,52800
Paris,L2,Programming,PRO-000,ParisProgrammingL2,59900,68800,77800
Paris,L3,Programming,PRO-000,ParisProgrammingL3,68400,78700,89000
Paris,L4,Programming,PRO-000,ParisProgrammingL4,81200,93400,105500
Paris,L5,Programming,PRO-000,ParisProgrammingL5,121700,140000,158200
Paris,L6,Programming,PRO-000,ParisProgrammingL6,160300,184300,208400
Paris,L7,Programming,PRO-000,ParisProgrammingL7,176300,202700,229100
Amstandarm,L1,Programming,PRO-000,AmstandarmProgrammingL1,37600,43200,48900
Amstandarm,L2,Programming,PRO-000,AmstandarmProgrammingL2,56000,64400,72800
Amstandarm,L3,Programming,PRO-000,AmstandarmProgrammingL3,71500,82300,93000
Amstandarm,L4,Programming,PRO-000,AmstandarmProgrammingL4,83500,96000,108500
Amstandarm,L5,Programming,PRO-000,AmstandarmProgrammingL5,111400,128100,144800
Amstandarm,L6,Programming,PRO-000,AmstandarmProgrammingL6,161700,186000,210200
Amstandarm,L7,Programming,PRO-000,AmstandarmProgrammingL7,177400,204000,230600
Barcelona,L1,UX-Experience,UXE-000,BarcelonaUX-ExperienceL1,43300,49800,56300
Barcelona,L2,UX-Experience,UXE-000,BarcelonaUX-ExperienceL2,54900,63200,71400
Barcelona,L3,UX-Experience,UXE-000,BarcelonaUX-ExperienceL3,70500,81100,91700
Barcelona,L4,UX-Experience,UXE-000,BarcelonaUX-ExperienceL4,88900,102300,115600
Barcelona,L5,UX-Experience,UXE-000,BarcelonaUX-ExperienceL5,116400,133800,151300
Barcelona,L6,UX-Experience,UXE-000,BarcelonaUX-ExperienceL6,167400,192500,217600
Barcelona,L7,UX-Experience,UXE-000,BarcelonaUX-ExperienceL7,199500,229400,259300
Warsaw,L1,UX-Experience,UXE-000,WarsawUX-ExperienceL1,42400,48700,55100
Warsaw,L2,UX-Experience,UXE-000,WarsawUX-ExperienceL2,55500,63800,72100
Warsaw,L3,UX-Experience,UXE-000,WarsawUX-ExperienceL3,73400,84400,95400
Warsaw,L4,UX-Experience,UXE-000,WarsawUX-ExperienceL4,82900,95400,107800
Warsaw,L5,UX-Experience,UXE-000,WarsawUX-ExperienceL5,110800,127400,144000
Warsaw,L6,UX-Experience,UXE-000,WarsawUX-ExperienceL6,159600,183600,207500
Warsaw,L7,UX-Experience,UXE-000,WarsawUX-ExperienceL7,186400,214400,242300
Berlin,L1,UX-Experience,UXE-000,BerlinUX-ExperienceL1,37100,42600,48200
Berlin,L2,UX-Experience,UXE-000,BerlinUX-ExperienceL2,59700,68700,77700
Berlin,L3,UX-Experience,UXE-000,BerlinUX-ExperienceL3,66500,76500,86400
Berlin,L4,UX-Experience,UXE-000,BerlinUX-ExperienceL4,85900,98800,111600
Berlin,L5,UX-Experience,UXE-000,BerlinUX-ExperienceL5,114400,131600,148700
